epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
248,10542.5,0.31934,0.59194,0.19599,0.801,0,0.9871,0.98926,0.98993,0.85252,0.97926,0.98138,0.98174,0.74436,0.64816,1.71735,0.29677,1.16182,0,0.00075547,0.00075547,0.00075547
249,10584,0.31092,0.57505,0.19399,0.79815,0,0.98719,0.98907,0.98996,0.85323,0.97994,0.98161,0.98235,0.74478,0.64539,1.72733,0.29664,1.16216,0,0.00075448,0.00075448,0.00075448
250,10626.2,0.30196,0.56783,0.18938,0.79623,0,0.9867,0.98922,0.99003,0.85358,0.98009,0.98248,0.9831,0.74503,0.64103,1.74022,0.2966,1.16198,0,0.00075349,0.00075349,0.00075349
251,10668.6,0.30902,0.58053,0.19189,0.79801,0,0.98613,0.98876,0.98962,0.85388,0.97827,0.98131,0.98149,0.74403,0.64306,1.73053,0.29704,1.16157,0,0.0007525,0.0007525,0.0007525
252,10710.2,0.31151,0.58327,0.19347,0.79903,0,0.98619,0.98866,0.98977,0.85377,0.97882,0.98147,0.98191,0.74408,0.64251,1.72834,0.29705,1.16098,0,0.00075151,0.00075151,0.00075151
253,10751.9,0.3076,0.57877,0.19107,0.79747,0,0.98686,0.98918,0.98983,0.85409,0.97936,0.98211,0.98192,0.74449,0.6402,1.71666,0.29453,1.16068,0,0.00075052,0.00075052,0.00075052
254,10793.5,0.3071,0.57399,0.19178,0.7975,0,0.98711,0.98914,0.9898,0.85403,0.97888,0.9809,0.98122,0.74421,0.63814,1.72557,0.29472,1.16042,0,0.00074953,0.00074953,0.00074953
255,10835.2,0.30942,0.582,0.19326,0.79803,0,0.98763,0.98888,0.99011,0.85481,0.98093,0.98209,0.98309,0.74507,0.63662,1.72729,0.29467,1.16405,0,0.00074854,0.00074854,0.00074854
256,10877.5,0.30922,0.57684,0.1926,0.79905,0,0.98706,0.98887,0.99001,0.85548,0.9805,0.98201,0.98264,0.74476,0.63597,1.71732,0.29526,1.16204,0,0.00074755,0.00074755,0.00074755
257,10919.8,0.30503,0.56644,0.19054,0.79748,0,0.98768,0.98925,0.99015,0.85629,0.98154,0.98308,0.98369,0.74594,0.63644,1.71973,0.29385,1.15917,0,0.00074656,0.00074656,0.00074656
258,10962.1,0.30944,0.57525,0.19182,0.80375,0,0.98769,0.98947,0.99012,0.855,0.98114,0.98283,0.98346,0.74554,0.63252,1.73436,0.29369,1.16342,0,0.00074557,0.00074557,0.00074557
259,11003.8,0.30859,0.57684,0.19303,0.79973,0,0.98791,0.9891,0.99027,0.85521,0.98105,0.98208,0.98291,0.74515,0.63613,1.73839,0.294,1.16586,0,0.00074458,0.00074458,0.00074458
260,11045.4,0.31177,0.57945,0.19501,0.79877,0,0.98664,0.98915,0.99009,0.85462,0.97946,0.98195,0.9824,0.74598,0.64147,1.7358,0.29634,1.16304,0,0.00074359,0.00074359,0.00074359
261,11086.9,0.30456,0.56147,0.19118,0.79674,0,0.98708,0.98927,0.98999,0.85435,0.97969,0.9817,0.98212,0.74492,0.63889,1.75684,0.29464,1.16632,0,0.0007426,0.0007426,0.0007426
262,11128.4,0.30273,0.5676,0.18994,0.79581,0,0.98634,0.98887,0.99001,0.85443,0.97946,0.98197,0.98281,0.7462,0.63886,1.76657,0.29426,1.16601,0,0.00074161,0.00074161,0.00074161
263,11170.1,0.30727,0.57719,0.19224,0.79884,0,0.98639,0.9888,0.99,0.85493,0.97932,0.9815,0.98243,0.74575,0.63994,1.74853,0.29424,1.16576,0,0.00074062,0.00074062,0.00074062
264,11211.5,0.30105,0.57018,0.19049,0.7963,0,0.98652,0.98877,0.98999,0.85489,0.97912,0.9812,0.9819,0.74481,0.63753,1.74384,0.29379,1.16764,0,0.00073963,0.00073963,0.00073963
265,11253,0.29498,0.55258,0.18729,0.79408,0,0.98633,0.98862,0.9901,0.85502,0.97919,0.9814,0.98237,0.74659,0.63372,1.76224,0.29255,1.16763,0,0.00073864,0.00073864,0.00073864
266,11294.6,0.30576,0.5743,0.19034,0.79853,0,0.98616,0.98949,0.99006,0.85649,0.97885,0.98089,0.98183,0.74763,0.63321,1.75812,0.29159,1.16344,0,0.00073765,0.00073765,0.00073765
267,11337,0.30412,0.56825,0.19017,0.79534,0,0.98671,0.98874,0.99035,0.8563,0.9786,0.98059,0.9822,0.7471,0.63271,1.75005,0.29144,1.16614,0,0.00073666,0.00073666,0.00073666
268,11378.7,0.29764,0.56731,0.18766,0.79571,0,0.98696,0.98934,0.9903,0.8573,0.97897,0.98126,0.98199,0.74685,0.63105,1.73477,0.29038,1.16631,0,0.00073567,0.00073567,0.00073567
269,11420.9,0.29518,0.55239,0.18767,0.79402,0,0.98694,0.98944,0.9901,0.85615,0.97972,0.98219,0.98276,0.74638,0.63291,1.7513,0.29116,1.1659,0,0.00073468,0.00073468,0.00073468
270,11462.5,0.30213,0.56954,0.18987,0.79761,0,0.98688,0.98924,0.99009,0.85632,0.97991,0.98228,0.98273,0.74751,0.63171,1.74723,0.29117,1.16336,0,0.00073369,0.00073369,0.00073369
271,11504.1,0.29664,0.56006,0.1878,0.79285,0,0.98665,0.98871,0.98992,0.85528,0.97944,0.9815,0.98222,0.74723,0.63282,1.75471,0.29284,1.16504,0,0.0007327,0.0007327,0.0007327
272,11545.6,0.29777,0.56325,0.18831,0.79527,0,0.98703,0.98881,0.98998,0.85476,0.98047,0.98252,0.98314,0.74665,0.63182,1.76797,0.29199,1.16719,0,0.00073171,0.00073171,0.00073171
273,11587.2,0.29842,0.55816,0.18953,0.79429,0,0.9868,0.98918,0.99002,0.85485,0.97983,0.98235,0.98291,0.74581,0.63287,1.76241,0.29256,1.16979,0,0.00073072,0.00073072,0.00073072
274,11628.9,0.28793,0.53832,0.18451,0.79076,0,0.9865,0.9887,0.98993,0.8547,0.97987,0.98199,0.98262,0.74639,0.63268,1.76931,0.29241,1.17155,0,0.00072973,0.00072973,0.00072973
275,11670.4,0.28813,0.5384,0.18455,0.79237,0,0.98694,0.98891,0.99005,0.85553,0.98036,0.98224,0.98316,0.74704,0.63147,1.76805,0.29335,1.17059,0,0.00072874,0.00072874,0.00072874
276,11712,0.28989,0.54161,0.18601,0.79174,0,0.98702,0.98858,0.99027,0.8558,0.98043,0.98179,0.98338,0.74845,0.63079,1.77822,0.2926,1.16936,0,0.00072775,0.00072775,0.00072775
277,11754.3,0.29091,0.54898,0.18474,0.79276,0,0.98681,0.98934,0.99045,0.85602,0.98004,0.98261,0.98347,0.74854,0.63063,1.7813,0.29192,1.17072,0,0.00072676,0.00072676,0.00072676
278,11796.5,0.28462,0.53452,0.18191,0.79004,0,0.98711,0.98954,0.99045,0.85674,0.98008,0.98242,0.98304,0.74737,0.63077,1.78671,0.29096,1.17069,0,0.00072577,0.00072577,0.00072577
279,11838.1,0.29274,0.55165,0.18502,0.7916,0,0.98744,0.98951,0.99041,0.8562,0.98022,0.98232,0.98303,0.7489,0.63088,1.78016,0.29046,1.17076,0,0.00072478,0.00072478,0.00072478
280,11880.3,0.28484,0.53635,0.18162,0.79024,0,0.98794,0.98976,0.99025,0.85628,0.98057,0.98238,0.98266,0.74859,0.62949,1.76872,0.28992,1.16904,0,0.00072379,0.00072379,0.00072379
281,11922,0.29068,0.55104,0.18385,0.79305,0,0.98759,0.98995,0.99019,0.85661,0.98091,0.9831,0.98298,0.74885,0.62682,1.7731,0.28885,1.16767,0,0.0007228,0.0007228,0.0007228
282,11965.6,0.29187,0.54517,0.18316,0.79276,0,0.98676,0.99012,0.99022,0.85765,0.98015,0.98342,0.98339,0.74971,0.62622,1.75506,0.28772,1.16545,0,0.00072181,0.00072181,0.00072181
283,12007.9,0.28983,0.54927,0.18338,0.79303,0,0.98749,0.98953,0.99032,0.85744,0.9805,0.98256,0.98315,0.74959,0.62731,1.76059,0.28887,1.16829,0,0.00072082,0.00072082,0.00072082
284,12049.4,0.28263,0.53168,0.18161,0.79038,0,0.98717,0.98937,0.99035,0.85737,0.98059,0.98281,0.98341,0.7501,0.62408,1.77984,0.28815,1.16843,0,0.00071983,0.00071983,0.00071983
285,12092.1,0.28879,0.54016,0.18432,0.79305,0,0.98707,0.989,0.99007,0.85669,0.98027,0.98219,0.98329,0.75005,0.62706,1.79608,0.28995,1.16978,0,0.00071884,0.00071884,0.00071884
286,12133.7,0.29193,0.55433,0.18493,0.79443,0,0.98708,0.98928,0.99014,0.8568,0.97946,0.98167,0.98209,0.74979,0.62808,1.79529,0.28934,1.17044,0,0.00071785,0.00071785,0.00071785
287,12175.4,0.29241,0.54993,0.18474,0.79413,0,0.98682,0.98933,0.99019,0.85723,0.97974,0.98219,0.98266,0.7498,0.62788,1.78218,0.28941,1.17096,0,0.00071686,0.00071686,0.00071686
288,12219.3,0.28886,0.54049,0.18195,0.7924,0,0.98715,0.98963,0.99027,0.85791,0.97968,0.98213,0.98241,0.74927,0.62658,1.77567,0.29012,1.16998,0,0.00071587,0.00071587,0.00071587
289,12260.8,0.28227,0.53285,0.17994,0.79018,0,0.98722,0.98938,0.99033,0.85816,0.97907,0.98118,0.98162,0.74989,0.62478,1.77492,0.2885,1.17066,0,0.00071488,0.00071488,0.00071488
290,12304.8,0.28462,0.53096,0.1813,0.79194,0,0.9873,0.9887,0.99025,0.85883,0.97942,0.98075,0.98214,0.75027,0.62295,1.7779,0.28767,1.16991,0,0.00071389,0.00071389,0.00071389
291,12349.4,0.28714,0.54914,0.18287,0.79163,0,0.98653,0.98919,0.99014,0.85832,0.97935,0.98194,0.98256,0.75059,0.62117,1.77783,0.28734,1.16902,0,0.0007129,0.0007129,0.0007129
292,12393.9,0.28627,0.5382,0.18198,0.79131,0,0.98553,0.99,0.99001,0.85704,0.97842,0.98219,0.98238,0.74906,0.62538,1.79008,0.28849,1.17194,0,0.00071191,0.00071191,0.00071191
293,12435.4,0.28714,0.54418,0.18219,0.79161,0,0.98553,0.98993,0.9901,0.85683,0.97816,0.98257,0.98221,0.7487,0.62452,1.78126,0.28756,1.17233,0,0.00071092,0.00071092,0.00071092
294,12479.9,0.29461,0.55327,0.18411,0.7965,0,0.98578,0.98985,0.99018,0.8571,0.98019,0.98137,0.98264,0.74878,0.62298,1.76524,0.28708,1.16967,0,0.00070993,0.00070993,0.00070993
295,12521.8,0.28468,0.5338,0.1808,0.79237,0,0.98695,0.98938,0.99031,0.85756,0.97989,0.98235,0.98276,0.74982,0.62209,1.75577,0.28658,1.16721,0,0.00070894,0.00070894,0.00070894
296,12563.3,0.28438,0.53176,0.1812,0.79123,0,0.98651,0.98924,0.99033,0.85846,0.97905,0.98174,0.98224,0.74959,0.62035,1.77067,0.28654,1.16565,0,0.00070795,0.00070795,0.00070795
297,12607.5,0.28346,0.53799,0.18083,0.79143,0,0.98668,0.98912,0.99029,0.85892,0.97922,0.98163,0.98221,0.74985,0.61932,1.77438,0.28548,1.16659,0,0.00070696,0.00070696,0.00070696
298,12649,0.28543,0.53629,0.18359,0.79309,0,0.98602,0.98928,0.99025,0.85931,0.97968,0.98115,0.98207,0.75041,0.61654,1.7682,0.28564,1.16695,0,0.00070597,0.00070597,0.00070597
299,12691.3,0.28514,0.53819,0.182,0.79313,0,0.9863,0.9897,0.99031,0.85859,0.9791,0.98219,0.98234,0.74982,0.61724,1.77856,0.28528,1.16884,0,0.00070498,0.00070498,0.00070498
300,12733.4,0.28176,0.53483,0.18102,0.791,0,0.9869,0.98981,0.99029,0.85855,0.9797,0.98236,0.98243,0.74923,0.61963,1.77516,0.28508,1.16711,0,0.00070399,0.00070399,0.00070399
301,12774.8,0.28499,0.5343,0.18153,0.79125,0,0.98682,0.98993,0.9902,0.85831,0.97913,0.98224,0.9823,0.74936,0.61968,1.76678,0.28545,1.16697,0,0.000703,0.000703,0.000703
302,12816.6,0.27819,0.5248,0.17848,0.78914,0,0.987,0.98923,0.99027,0.85868,0.97925,0.98151,0.98218,0.75022,0.61733,1.7617,0.28496,1.16862,0,0.00070201,0.00070201,0.00070201
303,12858.1,0.2782,0.52512,0.17931,0.78968,0,0.98688,0.98969,0.99033,0.85813,0.97987,0.98265,0.98314,0.75024,0.61736,1.76587,0.2845,1.16971,0,0.00070102,0.00070102,0.00070102
304,12899.9,0.28682,0.53981,0.18153,0.79539,0,0.98744,0.98924,0.99023,0.85793,0.98039,0.98234,0.9831,0.74916,0.61889,1.76875,0.28449,1.16977,0,0.00070003,0.00070003,0.00070003
305,12941.7,0.27873,0.52867,0.17916,0.79057,0,0.98756,0.98933,0.99037,0.85778,0.98024,0.98214,0.98299,0.74966,0.61851,1.77962,0.28526,1.17182,0,0.00069904,0.00069904,0.00069904
306,12983.2,0.27795,0.53055,0.17934,0.78819,0,0.98751,0.98968,0.99045,0.85837,0.98027,0.98232,0.98305,0.75036,0.61786,1.77412,0.28517,1.17376,0,0.00069805,0.00069805,0.00069805
307,13024.8,0.28733,0.53653,0.18236,0.79113,0,0.98789,0.9897,0.99026,0.85877,0.98095,0.98266,0.98314,0.75162,0.61754,1.77318,0.28426,1.17513,0,0.00069706,0.00069706,0.00069706
308,13067,0.27289,0.52253,0.17758,0.78943,0,0.98752,0.98953,0.99021,0.85848,0.98075,0.98274,0.98353,0.75128,0.61764,1.78035,0.28444,1.17559,0,0.00069607,0.00069607,0.00069607
309,13108.6,0.28089,0.54025,0.1791,0.79274,0,0.98701,0.98994,0.99038,0.85827,0.97923,0.98218,0.98255,0.75084,0.61875,1.79032,0.28449,1.17652,0,0.00069508,0.00069508,0.00069508
310,13150.1,0.28358,0.53461,0.18012,0.79327,0,0.98693,0.98974,0.99032,0.85902,0.97924,0.98193,0.98229,0.75188,0.61619,1.7769,0.28397,1.17233,0,0.00069409,0.00069409,0.00069409
311,13192.5,0.27505,0.52027,0.17778,0.7891,0,0.98659,0.98974,0.99031,0.85936,0.97904,0.98223,0.98258,0.75208,0.6157,1.78072,0.28377,1.17093,0,0.0006931,0.0006931,0.0006931
312,13234.9,0.28535,0.54372,0.18048,0.79259,0,0.98696,0.9896,0.99025,0.8593,0.97951,0.98213,0.98258,0.75155,0.6162,1.77682,0.28333,1.17086,0,0.00069211,0.00069211,0.00069211
313,13276.7,0.27894,0.53133,0.17775,0.79006,0,0.98722,0.98947,0.99031,0.85874,0.9798,0.9819,0.98292,0.75151,0.61684,1.77685,0.28329,1.17071,0,0.00069112,0.00069112,0.00069112
314,13318.2,0.26738,0.51635,0.17372,0.78733,0,0.9871,0.9894,0.99022,0.85901,0.97979,0.98212,0.98287,0.751,0.616,1.78432,0.28322,1.17077,0,0.00069013,0.00069013,0.00069013
315,13361.7,0.26851,0.51512,0.17423,0.78776,0,0.98701,0.98926,0.99027,0.85974,0.97972,0.98198,0.98295,0.75228,0.61471,1.79232,0.28353,1.17106,0,0.00068914,0.00068914,0.00068914
316,13404.1,0.26756,0.50444,0.17472,0.787,0,0.98712,0.98943,0.99025,0.86011,0.97943,0.98159,0.9824,0.75242,0.61429,1.79935,0.28307,1.17171,0,0.00068815,0.00068815,0.00068815
317,13446.4,0.26681,0.51244,0.17372,0.78665,0,0.98683,0.98968,0.99024,0.86011,0.9794,0.98186,0.98252,0.75283,0.61337,1.80137,0.28267,1.17191,0,0.00068716,0.00068716,0.00068716
318,13488.7,0.27326,0.52039,0.17611,0.78958,0,0.98643,0.98979,0.99016,0.86042,0.97963,0.98166,0.98264,0.75351,0.61277,1.79985,0.28221,1.17191,0,0.00068617,0.00068617,0.00068617
319,13531.4,0.27724,0.52896,0.17707,0.79042,0,0.98669,0.99001,0.99034,0.86075,0.9793,0.98251,0.98288,0.75256,0.61277,1.80315,0.28244,1.17174,0,0.00068518,0.00068518,0.00068518
320,13573.2,0.27244,0.51656,0.17624,0.78834,0,0.98687,0.98943,0.99035,0.86024,0.97994,0.98248,0.98313,0.75242,0.61335,1.80981,0.28254,1.17149,0,0.00068419,0.00068419,0.00068419
321,13615,0.27357,0.51926,0.17668,0.78921,0,0.98693,0.98943,0.99041,0.86044,0.97989,0.9822,0.98313,0.7525,0.61397,1.81079,0.28354,1.17161,0,0.0006832,0.0006832,0.0006832
322,13656.7,0.27102,0.52515,0.1755,0.78855,0,0.98726,0.98935,0.99038,0.85977,0.98008,0.98206,0.9832,0.75204,0.61418,1.81191,0.28312,1.17312,0,0.00068221,0.00068221,0.00068221
323,13700.9,0.27494,0.52362,0.17716,0.78882,0,0.98734,0.98964,0.99044,0.86026,0.98049,0.98274,0.98345,0.75255,0.61356,1.81426,0.28221,1.17542,0,0.00068122,0.00068122,0.00068122
324,13742.6,0.28245,0.53454,0.1789,0.7922,0,0.98664,0.98943,0.99028,0.86077,0.97945,0.98209,0.98284,0.75211,0.61445,1.80637,0.28222,1.17345,0,0.00068023,0.00068023,0.00068023
325,13784.2,0.26836,0.51135,0.1743,0.78748,0,0.98619,0.98992,0.99032,0.86071,0.97939,0.9831,0.98331,0.75177,0.61387,1.80441,0.28221,1.17211,0,0.00067924,0.00067924,0.00067924
326,13825.8,0.2666,0.51134,0.17483,0.78666,0,0.98551,0.98991,0.99014,0.86025,0.98017,0.98228,0.98338,0.75242,0.61281,1.79914,0.2816,1.17214,0,0.00067825,0.00067825,0.00067825
327,13867.5,0.26645,0.50549,0.1737,0.78748,0,0.98647,0.98939,0.99017,0.86015,0.97978,0.9818,0.98335,0.75219,0.61179,1.80232,0.28168,1.17335,0,0.00067726,0.00067726,0.00067726
328,13908.9,0.26252,0.50028,0.17224,0.78514,0,0.98675,0.98974,0.99025,0.85976,0.97933,0.98212,0.98261,0.75266,0.61174,1.81445,0.2811,1.17359,0,0.00067627,0.00067627,0.00067627
329,13950.5,0.27186,0.51722,0.17486,0.79013,0,0.98672,0.98928,0.99012,0.86043,0.97994,0.98223,0.98295,0.75236,0.61356,1.82159,0.28132,1.17476,0,0.00067528,0.00067528,0.00067528
330,13991.9,0.26632,0.5083,0.17336,0.78621,0,0.98671,0.98938,0.99008,0.86059,0.97968,0.98232,0.98285,0.75331,0.61309,1.82001,0.28102,1.17431,0,0.00067429,0.00067429,0.00067429
331,14033.5,0.26668,0.5107,0.17332,0.78648,0,0.98674,0.98947,0.99011,0.86085,0.97948,0.98213,0.98274,0.75359,0.61228,1.8242,0.28214,1.1756,0,0.0006733,0.0006733,0.0006733
332,14075.8,0.2666,0.51265,0.17393,0.7883,0,0.98668,0.98916,0.99006,0.8609,0.97962,0.98199,0.98266,0.75345,0.61233,1.82813,0.28105,1.17695,0,0.00067231,0.00067231,0.00067231
333,14117.4,0.26367,0.50505,0.17215,0.78688,0,0.9863,0.98934,0.99011,0.86094,0.97895,0.98161,0.98241,0.75355,0.61283,1.82937,0.2809,1.17727,0,0.00067132,0.00067132,0.00067132
334,14159.6,0.26965,0.51369,0.17306,0.79009,0,0.98617,0.98933,0.9902,0.86134,0.97869,0.98135,0.98235,0.75354,0.61269,1.83349,0.28101,1.17622,0,0.00067033,0.00067033,0.00067033
335,14201.8,0.2662,0.5109,0.17348,0.78725,0,0.98651,0.98896,0.99014,0.86098,0.97886,0.98134,0.98237,0.75328,0.61227,1.83152,0.28098,1.17594,0,0.00066934,0.00066934,0.00066934
336,14243.4,0.27234,0.51882,0.17539,0.78983,0,0.98682,0.98874,0.98989,0.86024,0.97936,0.98122,0.9824,0.75303,0.61237,1.82903,0.28099,1.17591,0,0.00066835,0.00066835,0.00066835
337,14285.1,0.26942,0.51069,0.17438,0.78701,0,0.9864,0.98934,0.98988,0.86023,0.97868,0.98164,0.98208,0.75212,0.61311,1.83054,0.28104,1.17615,0,0.00066736,0.00066736,0.00066736
338,14326.7,0.26269,0.5043,0.17257,0.78681,0,0.98688,0.98873,0.99002,0.8599,0.97891,0.98078,0.9818,0.75189,0.6127,1.83833,0.28097,1.17699,0,0.00066637,0.00066637,0.00066637
339,14368.5,0.2648,0.50884,0.1734,0.78642,0,0.98686,0.98893,0.98998,0.85996,0.97865,0.98129,0.98221,0.7524,0.61253,1.83929,0.28082,1.17731,0,0.00066538,0.00066538,0.00066538
340,14410.2,0.26825,0.51848,0.17372,0.78643,0,0.98648,0.98951,0.99001,0.85982,0.97901,0.98204,0.98266,0.75253,0.61231,1.83455,0.28141,1.17759,0,0.00066439,0.00066439,0.00066439
341,14451.9,0.27084,0.51983,0.17422,0.78856,0,0.98715,0.98893,0.98997,0.86002,0.9796,0.98138,0.98242,0.7525,0.61084,1.82637,0.28036,1.17662,0,0.0006634,0.0006634,0.0006634
342,14493.4,0.276,0.52281,0.17602,0.78929,0,0.98678,0.98915,0.98999,0.86029,0.97903,0.98118,0.98193,0.75191,0.61137,1.82503,0.2796,1.1781,0,0.00066241,0.00066241,0.00066241
343,14535.2,0.26704,0.50904,0.17281,0.78629,0,0.98674,0.98921,0.98994,0.85997,0.97892,0.98124,0.98197,0.75141,0.61146,1.82998,0.28064,1.17964,0,0.00066142,0.00066142,0.00066142
344,14576.7,0.27229,0.52544,0.17387,0.7921,0,0.98682,0.98892,0.98996,0.86033,0.97919,0.98131,0.98207,0.75196,0.6111,1.82924,0.2806,1.17972,0,0.00066043,0.00066043,0.00066043
345,14618.3,0.26961,0.51115,0.17376,0.78962,0,0.98685,0.98874,0.98997,0.86078,0.97924,0.9811,0.98219,0.75214,0.61062,1.83254,0.2799,1.17948,0,0.00065944,0.00065944,0.00065944
346,14659.8,0.26002,0.50074,0.17045,0.78592,0,0.98692,0.98873,0.98996,0.86087,0.97942,0.98115,0.98217,0.75309,0.61039,1.83921,0.27999,1.17939,0,0.00065845,0.00065845,0.00065845
347,14701.5,0.26131,0.50319,0.17078,0.78516,0,0.98685,0.98868,0.99002,0.86036,0.97897,0.98081,0.98207,0.753,0.61053,1.84424,0.28007,1.17981,0,0.00065746,0.00065746,0.00065746
348,14743,0.26493,0.51158,0.17138,0.78933,0,0.98688,0.9885,0.98998,0.86028,0.97917,0.9808,0.98188,0.75302,0.60961,1.84121,0.28006,1.17898,0,0.00065647,0.00065647,0.00065647
349,14784.7,0.26563,0.50967,0.17216,0.78795,0,0.98666,0.98873,0.99002,0.86046,0.97903,0.98084,0.98192,0.75364,0.60964,1.84177,0.28025,1.17971,0,0.00065548,0.00065548,0.00065548
350,14826.2,0.26263,0.50227,0.17142,0.78638,0,0.9866,0.98871,0.99006,0.8601,0.97884,0.98071,0.98181,0.75329,0.61041,1.84332,0.28071,1.18151,0,0.00065449,0.00065449,0.00065449
351,14867.9,0.26416,0.50764,0.17335,0.78584,0,0.98664,0.98886,0.99003,0.85991,0.97867,0.98076,0.98183,0.75238,0.6111,1.84507,0.28135,1.18177,0,0.0006535,0.0006535,0.0006535
352,14909.4,0.25944,0.49509,0.17023,0.78394,0,0.98666,0.98901,0.99002,0.85968,0.97927,0.98151,0.98226,0.75271,0.61083,1.84726,0.2814,1.18241,0,0.00065251,0.00065251,0.00065251
353,14951.1,0.25954,0.49997,0.1698,0.78589,0,0.98705,0.98934,0.9901,0.85934,0.97924,0.98134,0.98206,0.75279,0.61093,1.85097,0.28096,1.18357,0,0.00065152,0.00065152,0.00065152
354,14992.6,0.25982,0.49982,0.17089,0.78436,0,0.98726,0.98912,0.99009,0.86006,0.97945,0.98111,0.98203,0.75348,0.61001,1.84809,0.28057,1.1837,0,0.00065053,0.00065053,0.00065053
355,15034.2,0.2816,0.53355,0.17732,0.79231,0,0.9875,0.98908,0.99025,0.86034,0.97977,0.98138,0.98265,0.75392,0.60996,1.83946,0.28005,1.18252,0,0.00064954,0.00064954,0.00064954
356,15075.7,0.27712,0.52643,0.17548,0.79471,0,0.98745,0.98891,0.99027,0.86097,0.97981,0.9813,0.9826,0.75439,0.60884,1.82938,0.27971,1.17994,0,0.00064855,0.00064855,0.00064855
357,15118,0.26104,0.49777,0.17074,0.786,0,0.98675,0.98899,0.99034,0.86102,0.97894,0.98107,0.98238,0.75414,0.60874,1.83225,0.27992,1.1793,0,0.00064756,0.00064756,0.00064756
358,15159.8,0.26195,0.5043,0.1701,0.78613,0,0.98679,0.98887,0.9904,0.86094,0.97886,0.98079,0.98235,0.75405,0.6077,1.83735,0.27982,1.17903,0,0.00064657,0.00064657,0.00064657
359,15201.5,0.26086,0.50505,0.17097,0.78497,0,0.98661,0.98889,0.99035,0.86126,0.97903,0.98109,0.98255,0.75456,0.60683,1.83503,0.27997,1.1791,0,0.00064558,0.00064558,0.00064558
360,15244.9,0.26811,0.50716,0.17343,0.78707,0,0.98658,0.98897,0.99043,0.86123,0.97897,0.98118,0.98284,0.75449,0.60749,1.83243,0.27961,1.1802,0,0.00064459,0.00064459,0.00064459
361,15286.5,0.27037,0.52108,0.17282,0.79121,0,0.98643,0.98905,0.99048,0.86147,0.97899,0.98126,0.98294,0.75422,0.60736,1.82715,0.27976,1.18021,0,0.0006436,0.0006436,0.0006436
362,15328.1,0.26191,0.49833,0.17032,0.78538,0,0.98638,0.98919,0.99044,0.86149,0.9789,0.98154,0.98287,0.75459,0.60666,1.82758,0.27895,1.17883,0,0.00064261,0.00064261,0.00064261
363,15370.5,0.25348,0.48829,0.1669,0.78362,0,0.98602,0.98956,0.99043,0.86172,0.97869,0.98133,0.98238,0.7547,0.60549,1.83536,0.27852,1.17852,0,0.00064162,0.00064162,0.00064162
364,15412.8,0.25563,0.49601,0.16874,0.78504,0,0.98628,0.98912,0.99045,0.86198,0.97867,0.98138,0.98225,0.75498,0.60446,1.83949,0.27808,1.17859,0,0.00064063,0.00064063,0.00064063
365,15455.2,0.25589,0.49314,0.16793,0.78523,0,0.98622,0.98884,0.99037,0.86158,0.9784,0.98108,0.98241,0.7549,0.60327,1.83733,0.27797,1.17887,0,0.00063964,0.00063964,0.00063964
366,15496.9,0.25833,0.49712,0.16977,0.78396,0,0.98606,0.98909,0.99038,0.86172,0.97813,0.98113,0.98191,0.75528,0.60232,1.83531,0.27799,1.17869,0,0.00063865,0.00063865,0.00063865
367,15544.5,0.2526,0.4848,0.16762,0.78312,0,0.98614,0.98891,0.99021,0.86182,0.97805,0.9808,0.98176,0.75518,0.6021,1.83884,0.27768,1.18041,0,0.00063766,0.00063766,0.00063766
368,15586.8,0.25337,0.48244,0.16816,0.78254,0,0.98613,0.98888,0.99026,0.86127,0.97802,0.98068,0.98188,0.75484,0.60229,1.84662,0.27793,1.18198,0,0.00063667,0.00063667,0.00063667
369,15628.5,0.25405,0.48562,0.16803,0.78411,0,0.98621,0.98899,0.99031,0.86155,0.97803,0.98073,0.98189,0.7553,0.60195,1.84813,0.27859,1.18245,0,0.00063568,0.00063568,0.00063568
370,15675.5,0.25321,0.48819,0.16818,0.78425,0,0.98631,0.98866,0.9901,0.86169,0.97853,0.98066,0.98214,0.75558,0.60171,1.84949,0.27811,1.18343,0,0.00063469,0.00063469,0.00063469
371,15717.8,0.25404,0.4916,0.1676,0.78464,0,0.98648,0.98888,0.99016,0.86237,0.97846,0.98064,0.98217,0.75567,0.60162,1.85075,0.27815,1.18388,0,0.0006337,0.0006337,0.0006337
372,15760,0.25774,0.49523,0.16945,0.78481,0,0.98652,0.98881,0.99012,0.86241,0.97849,0.98067,0.98214,0.75586,0.60135,1.84895,0.27824,1.18422,0,0.00063271,0.00063271,0.00063271
373,15805.3,0.25217,0.48601,0.16689,0.78369,0,0.98663,0.98885,0.99023,0.86248,0.97873,0.98088,0.98231,0.75661,0.60124,1.84205,0.27781,1.1836,0,0.00063172,0.00063172,0.00063172
374,15850.3,0.24511,0.47395,0.16393,0.78072,0,0.98627,0.98926,0.99019,0.86263,0.97874,0.98168,0.98225,0.75678,0.60059,1.84985,0.2778,1.18294,0,0.00063073,0.00063073,0.00063073
